"recipe_name_original","markup_recipe_name_original","recipe_name_interpreted","restriction","topic_sum","subtopic_sum","named_individuals_sum","date_of_recipe_YEAR","source_book","unique_recipe_code","costs_prices","discusses_durability","discusses_quality","illustration","swatch"
"Crimson Madder","Crimson Madder","crimson lake pigment","Restricted","pigment manufacture","crimson lake, madder",,"1880","A6","A6P029BL01",,"yes","yes","no","no"
"Permanent Primrose","Permanent Primrose","chrome yellow pigment",,"pigment manufacture","chrome yellow",,"1880","A6","A6P031BL01",,"no","no","no","no"
"Marblers' Scarlet Lake","Marblers' Scarlet Lake","scarlet lake cochineal pigment",,"pigment manufacture, marbelling","lake",,"1880","A6","A6P032BL01",,"no","no","no","no"
"Marblers' Scarlet Lake","Marblers' Scarlet Lake","scarlet lake cochineal pigment",,"marbelling, pigment manufacture","scarlet lake","G. Street, Hampstead, Berger, L. ","1880","A6","A6P033BL01",,"yes","yes","no","no"
"Lake Precipitate","Lake Precip<em>ita</em>te","cochineal lake pigment",,"pigment manufacture","cochineal, lake","Howards","1880","A6","A6P036BL01",,"no","yes","no","no"
"2nd quality Carnation.","2nd q<em>ua</em>l<em>i</em>ty Carnation.","carmine",,"pigment manufacture, oil paint manufacture","crimson lake",,"1880","A6","A6P038BL01",,"no","no","no","no"
"Finest Orient Carmine","Finest Orient Carmine","carmine",,"pigment manufacture","carmine , cochineal",,"1872","A6","A6P040BL01",,"no","yes","no","no"
"French Carmine","French Carmine","carmine",,"pigment manufacture, experiment","carmine ",,"1872","A6","A6P044BL01",,"no","yes","no","no"
"Fine Crimson Madder","Fine Crimson Madd<em>e</em>r","madder lake","Restricted","pigment manufacture","crimson lake, madder",,"1880","A6","A6P046BL01",,"no","no","no","no"
"Fixative.","Fixative.","fixative",,"miscellaneous materials","fixative, shellac",,"1878","A6","A6P053BL01",,"no","no","no","no"
"Purple Madder.","Purple Madder.","madder purple","Restricted","pigment manufacture, experiment","madder, purple lake",,"1861","A6","A6P054BL01",,"no","yes","no","no"
"Best Pale Chrome.","Best Pale Chrome.","chrome yellow pigment",,"pigment manufacture","chrome","Howards","1877","A6","A6P057BL01",,"no","yes","no","no"
"Fine Printing Carmine.","Fine Printing Carmine.","printing carmine",,"pigment manufacture, printing","carmine ",,"1880","A6","A6P060AL01",,"no","yes","no","no"
"Fine Printing Carmine.","Fine Printing Carmine.","printing carmine",,"printing, pigment manufacture","carmine ",,"1880","A6","A6P062AL01",,"no","yes","no","no"
"Ex Ex Lake Liquor","Ex Ex Lake Liq<em>uor</em>","lake liquor",,"pigment manufacture","lake liquor",,"1880","A6","A6P064AL01",,"no","no","yes","no"
"No1 Scarlet Lake Precipitate","No1 Scarlet Lake Precip<em>itate</em>","scarlet lake cochineal pigment",,"pigment manufacture","scarlet lake, precipitates",,"1878","A6","A6P065BL01",,"no","no","no","no"
"Ex Ex Lake Liquor","Ex Ex Lake Liquor","lake liquor",,"pigment manufacture","lake liquor",,"1879","A6","A6P066AL01",,"no","yes","yes","no"
"Lake Precipitate (Done in Copper with Fire)","Lake Precip<em>itate </em>(Done in Copper with Fire)","precipitates",,"pigment manufacture","lake, precipitates, copper",,"1880","A6","A6P067BL01",,"no","no","no","no"
"M. M. Carriage Lake","M. M. Carriage Lake","cochineal lake pigment",,"pigment manufacture","cochineal, lake","Leach & Neal, Derby","1880","A6","A6P069BL01",,"no","yes","no","no"
"M. M. Carriage Lake","M. M. Carriage Lake","cochineal lake pigment",,"pigment manufacture","lake, cochineal","B. Neale","1877","A6","A6P070AL04",,"no","no","no","no"
"Chrome Liquor.","Chrome Liquor.","chrome liquor",,"pigment manufacture, notes on people or companies","chrome","Woollaston","1877","A6","A6P071BL01","prices<br>costs","no","no","no","no"
"Pale Chrome.","Pale Chrome.","chrome yellow pigment",,"pigment manufacture","chrome",,,"A6","A6P072BL01","prices<br>costs","no","no","no","no"
"Carnation. Damp.","Carnation. Damp.","damp lake",,"pigment manufacture","damp lake",,"1869","A6","A6P074AL01","costs","yes","yes","yes","no"
"Emerald Green, ground & dried for Aq","Emerald Green, ground &amp; dried for Aq","emerald green pigment",,"watercolour paint manufacture","emerald green",,"1869","A6","A6P075AL01",,"no","no","yes","no"
"Ex Ex Lake Liqour","Ex Ex Lake Liq<em>ou</em>r","lake liquor",,"pigment manufacture","lake",,"1880","A6","A6P076AL01",,"no","yes","yes","no"
"Ex Lake Liquor","Ex Lake Liq<em>uor</em>","lake liquor",,"pigment manufacture","lake","Hollingworth, Maidstone","1880","A6","A6P077AL01",,"no","no","yes","no"
"Chocolate Colour.","Chocolate Colour.","brown ochre pigment",,"mixed pigments","ochres, black pigments, red pigments","L. Berger & Sons","1880","A6","A6P078AL01",,"no","no","no","no"
"White Earth","White Earth","white earth",,"pigment manufacture, labour costs","white earth",,"1879","A6","A6P079AL01","costs, prices","no","no","no","no"
"Ex Ex Lake Liquor","Ex Ex Lake Liq<em>uor</em>","lake liquor",,"pigment manufacture","lake liquor",,"1880","A6","A6P081AL01",,"no","no","yes","no"
"Lake Precipitate","Lake Precip<em>itate</em>","lake precipitate",,"pigment manufacture","lake","M M Carr","1881","A6","A6P082AL01",,"no","no","no","no"
"For Crystallizing Muriate Barytes","For Crystallizing Muriate Barytes","muriate of barytes",,"dryers","barium sulphate, barytes",,,"A6","A6P083AL01",,"no","no","no","no"
"For Cappah Brown","For Cappah Brown","Cappah brown",,"pigment manufacture","manganese",,,"A6","A6P083AL08",,"no","no","no","no"
"Appendix 7.","Appendix 7.","cover with title",,"cover page",,,,"A7","A7COVERL01",,"no","no","no","no"
"A. H. Newton March October1881","A. H. Newton Ma<em>rch </em>Oct<em>ober</em>1881","[title page]",,"notes",,,"1881","A7","A7F03L01",,"no","no","no","no"
"Chrome Yellow","Chrome Yellow","chrome yellow watercolour cake",,"pigment manufacture, watercolour cakes, notes on moulding, quantities, notes on grinding","chrome yellow",,"1865","A7","A7P001BL01",,"no","no","no","no"
"Chrome Yellow","Chrome Yellow","chrome yellow watercolour cake","Restricted","pigment manufacture, watercolour cakes, notes on moulding, quantities, quality evaluation, storage of materials","chrome yellow",,"1872","A7","A7P002BL01",,"yes","yes","no","no"
"Chrome Yellow","Chrome Yellow","chrome yellow watercolour cake","Restricted","pigment manufacture, watercolour cakes, notes on heating, notes on moulding, quality evaluation, suggested modifications","chrome yellow",,"1879","A7","A7P004BL01",,"no","yes","no","no"
"Chrome Yellow","Chrome Yellow","chrome yellow watercolour cake","Restricted","watercolour cakes, related recipies, notes on heating, notes on moulding, quantities, quality evaluation","chrome yellow",,"1879","A7","A7P006BL01",,"no","yes","no","no"
"Chrome Yellow","<em>Chrome Yellow</em>","chrome yellow watercolour cake",,"watercolour cakes, related recipies, quantities, quality evaluation","chrome yellow",,"1879","A7","A7P007BL07",,"no","yes","no","no"
"Chrome Yellow","<em>Chrome Yellow","chrome yellow watercolour cake",,"watercolour cakes, related recipies, quantities, quality evaluation","chrome yellow",,"1879","A7","A7P007BL12",,"no","yes","no","no"
"Chrome Yellow","Chrome Yellow</em>","chrome yellow watercolour cake",,"watercolour cakes, related recipies, quantities, quality evaluation, storage of materials","chrome yellow",,"1880","A7","A7P008BL01",,"no","yes","no","no"
"Chrome Yellow","<em>Chrome Yellow</em>","chrome yellow watercolour cake",,"watercolour cakes, related recipies, quantities, quality evaluation","chrome yellow",,"1880","A7","A7P008BL07",,"no","yes","no","no"
"Water Mat Gold Size","Water Mat Gold Size","gilding: size preparation for",,"illuminating, gilding, notes on grinding, notes on heating, quantities, miscellaneous materials","gold size",,"1868","A7","A7P009BL01",,"yes","yes","no","no"
"Prout's Liquid Brown","Prout's Liquid Brown","brown ink",,"ink, notes on soaking, notes on people or companies, notes on use, comparison with other manufacturer, related recipies","Vandyke Brown","Prout, H C N","1866","A7","A7P010BL01",,"no","no","no","no"
"Solution: ""Fixative""","Sol<em>ution</em>: ""Fixative""","fixative (shellac base)",,"miscellaneous materials, notes on heating, storage of materials, quantities","fixative, shellac",,"1864","A7","A7P011BL01",,"no","no","no","no"
"Levigated Flake White","Lev<em>igate</em>d Flake White","lead white",,"pigment manufacture, notes on grinding, notes on soaking, notes on washing, notes on drying, [costing]","lead white","Herbest, Baron F.P. ","1879","A7","A7P012BL01","costs","no","no","no","no"
"Flake White","Flake White","lead white watercolour cake","Restricted","watercolour cakes, pigment manufacture, mixing instructions, quantities, quality evaluation","lead white",,"1880","A7","A7P013BL01",,"no","yes","no","no"
"Clarified Ox Gall (Cl: O G)","<em>Clarified Ox Gall (Cl: O G)</em>","clarified ox gall",,"watercolour paint manufacture, miscellaneous materials, notes on heating, quantities, related recipies, comparison between recipies","ox gall",,"1879","A7","A7P014AL04",,"no","no","no","no"
"Clarified Ox Gall (Cl: O G)","Clarified Ox Gall (Cl: O G)","ox gall",,"watercolour paint manufacture, miscellaneous materials, notes on heating, quantities","ox gall",,"1880","A7","A7P014BL01",,"no","no","no","no"
"French Blue","French Blue","artificial ultramarine","Restricted","watercolour cakes, pigment selection, notes on heating, quantities, quality evaluation, tools, equipment","artificial ultramarine","Guilmets, Nobles & Hoare","1880","A7","A7P015BL01",,"no","yes","no","no"
"Ox Gall, boiled & strained","Ox Gall, boiled &amp; strained","ox gall",,"miscellaneous materials, notes on heating, quantities, not","ox gall","Woodford","1879","A7","A7P016BL01",,"no","no","no","no"
"Indian Red, Levigated for Water.","Indian Red, Levigated for Water.","Indian red","Restricted","watercolour cakes, watercolour paint manufacture, notes on grinding, notes on drying, quantities, [costing]","Indian red","Hellier and Wills, Price and Co","1875","A7","A7P018BL01","costs","no","no","no","no"
"Indian Red","Indian Red","Indian red","Restricted","watercolour cakes, watercolour paint manufacture, pigment manufacture, notes on heating, quality evaluation","Indian red",,"1878","A7","A7P019BL01",,"no","yes","no","no"
"Ox Gall. Boiled & Strained (O G)","Ox Gall. Boiled &amp; Strained (O G)","ox gall",,"miscellaneous materials, notes on heating","ox gall","Woodford","1877","A7","A7P021BL01",,"no","no","no","no"
"Intense Blue","Intense Blue","[UNCLEAR maybe indigo]","Restricted","watercolour cakes, watercolour paint manufacture, related recipies, notes on heating, quantities, quality evaluation","indigo",,"1879","A7","A7P022BL01",,"no","yes","no","no"
"Intense Blue","Intense Blue","[UNCLEAR maybe indigo]","Restricted","watercolour cakes, watercolour paint manufacture, pigment manufacture, notes on moulding, quantities, quality evaluation","indigo",,"1869","A7","A7P023BL01",,"no","yes","no","no"
"Intense Blue Shreds For Cakes and Moists","Intense Blue Shreds For Cakes and Moists","[UNCLEAR maybe indigo]",,"watercolour paint manufacture, moist colours, quantities","indigo",,"1877","A7","A7P024BL01",,"no","no","no","no"
"Intense Blue Shreds For Cakes and Moists","<em>Intense Blue Shreds For Cakes and Moists</em>","[UNCLEAR maybe indigo]",,"watercolour paint manufacture, related recipies, quantities","indigo",,"1869","A7","A7P024BL12",,"no","no","no","no"
"Intense Blue","Intense Blue","[UNCLEAR maybe indigo]","Restricted","watercolour cakes, watercolour paint manufacture, pigment manufacture, related recipies, quantities, recycling or reuse","indigo",,"1880","A7","A7P025BL01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bottles","zinc white","Restricted","watercolour paint manufacture, moist colours, pigment manufacture, notes on grinding, quantities, related recipies","zinc white",,"1881","A7","A7P026AL01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bottles","zinc white : watercolour","Restricted","watercolour paint manufacture, pigment manufacture, notes on grinding, quantities","zinc white",,"1879","A7","A7P027BL01",,"no","no","no","no"
"Tube Chinese White","Tube Chinese White","zinc white","Restricted","watercolour, tubes, related recipies, quantities","Chinese white",,"1879","A7","A7P028AL04",,"no","no","no","no"
"Tube Chinese White","Tube Chinese White","zinc white : watercolour","Restricted","watercolour paint manufacture, tubes, notes on heating, quantities","zinc white",,"1881","A7","A7P028BL01",,"no","no","no","no"
"Italian Pink Prepared for Water","Italian Pink Prep<em>are</em>d for Water","quercitron yellow for watercolour",,"pigment manufacture, related recipies, notes on grinding, notes on drying, quantities, [costing]","quercitron / Rhamnus yellow, turpentine",,"1878","A7","A7P029BL01","costs","no","no","no","no"
"Italian Pink","Italian Pink","quercitron or Rhamnus yellow lake","Restricted","watercolour paint manufacture, pigment manufacture, notes on grinding, quantities, quality evaluation","quercitron / Rhamnus yellow",,"1880","A7","A7P030BL01",,"no","yes","no","no"
"Improved: Cire Savon: (Cire Sav)","Imp<em>roved</em>: Cire Sav<em>on</em>: (Cire Sav)","milk of wax / wax soap",,"miscellaneous materials, waxes, notes on heating, quantities, quality evaluation, chemical composition","wax",,"1876","A7","A7P031BL01",,"no","yes","no","no"
"Ivory Black","Ivory Black","ivory black watercolour shreds","Restricted","watercolour cakes, watercolour paint manufacture, quality evaluation, notes on grinding, notes on heating, quantities","ivory black",,"1879","A7","A7P032BL01",,"no","yes","no","no"
"Ivory Black","Ivory Black","ivory black watercolour shreds","Restricted","watercolour cakes, pigment manufacture, notes on grinding, quantities, quality evaluation, chemical composition","ivory black","L. Berger & Sons, A. H. N., H.C.N., Mr","1863","A7","A7P033BL01",,"no","yes","no","no"
"Ivory Black","Ivory Black","ivory black watercolour cake","Restricted","watercolour cakes, pigment manufacture, notes on grinding, chemical test, suggested modifications, quantities","ivory black",,"1866","A7","A7P035BL01",,"no","no","no","no"
"Ivory Black","Ivory Black","ivory black watercolour shreds","Restricted","watercolour cakes, pigment manufacture","ivory black",,"1856","A7","A7P036BL01",,"no","yes","no","no"
"Ivory Black","Ivory Black","ivory black watercolour cake","Restricted","watercolour cakes, related recipies, notes on moulding, quality evaluation","ivory black","A. H. N.","1858","A7","A7P037BL01",,"no","no","no","no"
"Ivory Black","Ivory Black","ivory black watercolour cake","Restricted","watercolour cakes, pigment manufacture, notes on grinding, quantities, quality evaluation, notes on moulding","ivory black",,,"A7","A7P038BL01",,"no","yes","no","no"
